stage,reason,node_id,browse_name,category,lines,source_node_id,source_browse_name,source_category
2,composible,i=13357,OutputArguments,,28,i=13355,CreateDirectory,
2,composible,i=13358,CreateFile,,10,i=13354,<FileDirectoryName>,
2,composible,i=13359,InputArguments,,43,i=13358,CreateFile,
2,composible,i=13360,OutputArguments,,43,i=13358,CreateFile,
2,composible,i=13363,MoveOrCopy,,10,i=13354,<FileDirectoryName>,
2,composible,i=13364,InputArguments,,73,i=13363,MoveOrCopy,
2,composible,i=13365,OutputArguments,,28,i=13363,MoveOrCopy,
2,non,i=13366,<FileName>,,19,i=13353,FileDirectoryType,Base Info FileDirectoryType Base
2,composible,i=13367,Size,,9,i=13366,<FileName>,
2,composible,i=13368,Writable,,9,i=13366,<FileName>,
2,composible,i=13369,UserWritable,,9,i=13366,<FileName>,
2,composible,i=13370,OpenCount,,9,i=13366,<FileName>,
2,composible,i=13372,Open,,10,i=13366,<FileName>,
2,composible,i=13373,InputArguments,,28,i=13372,Open,
2,composible,i=13374,OutputArguments,,28,i=13372,Open,
2,composible,i=13375,Close,,9,i=13366,<FileName>,
2,composible,i=13376,InputArguments,,28,i=13375,Close,
2,composible,i=13377,Read,,10,i=13366,<FileName>,
2,composible,i=13378,InputArguments,,43,i=13377,Read,
2,composible,i=13379,OutputArguments,,28,i=13377,Read,
2,composible,i=13380,Write,,9,i=13366,<FileName>,
2,composible,i=13381,InputArguments,,43,i=13380,Write,
2,composible,i=13382,GetPosition,,10,i=13366,<FileName>,
2,composible,i=13383,InputArguments,,28,i=13382,GetPosition,
2,composible,i=13384,OutputArguments,,28,i=13382,GetPosition,
2,composible,i=13385,SetPosition,,9,i=13366,<FileName>,
2,composible,i=13386,InputArguments,,43,i=13385,SetPosition,
2,composible,i=17718,Delete,,9,i=13354,<FileDirectoryName>,
2,composible,i=17719,InputArguments,,28,i=17718,Delete,
2,composible,i=19305,StatusCodeId,,9,i=2127,AuditUpdateMethodEventType,Auditing Method | Auditing Method Output
2,composible,i=19306,OutputArguments,,9,i=2127,AuditUpdateMethodEventType,Auditing Method | Auditing Method Output
2,composible,i=19811,ClientApplicationUri,,9,i=2052,AuditEventType,Auditing Connections | Auditing NodeManagement | Auditing History Services | Auditing Write | Auditing Method
2,non,i=19821,<FieldDescription>,,9,i=19820,DataTypeRefinementType,Base Info DataTypeRefinement
2,non,i=19823,<FieldDescription>,,9,i=19822,SubtypeRestrictionType,Base Info SubtypeRestriction
2,non,i=2052,AuditEventType,Auditing Connections | Auditing NodeManagement | Auditing History Services | Auditing Write | Auditing Method,23,,,
2,composible,i=2053,ActionTimeStamp,,9,i=2052,AuditEventType,Auditing Connections | Auditing NodeManagement | Auditing History Services | Auditing Write | Auditing Method
2,composible,i=2054,Status,,9,i=2052,AuditEventType,Auditing Connections | Auditing NodeManagement | Auditing History Services | Auditing Write | Auditing Method
2,composible,i=2055,ServerId,,9,i=2052,AuditEventType,Auditing Connections | Auditing NodeManagement | Auditing History Services | Auditing Write | Auditing Method
2,composible,i=2056,ClientAuditEntryId,,9,i=2052,AuditEventType,Auditing Connections | Auditing NodeManagement | Auditing History Services | Auditing Write | Auditing Method
2,composible,i=2057,ClientUserId,,9,i=2052,AuditEventType,Auditing Connections | Auditing NodeManagement | Auditing History Services | Auditing Write | Auditing Method
2,non,i=2127,AuditUpdateMethodEventType,Auditing Method | Auditing Method Output,18,,,
2,composible,i=2128,MethodId,,9,i=2127,AuditUpdateMethodEventType,Auditing Method | Auditing Method Output
2,composible,i=2129,InputArguments,,9,i=2127,AuditUpdateMethodEventType,Auditing Method | Auditing Method Output
2,non,i=2132,BaseModelChangeEventType,Base Info Model Change,9,,,
2,non,i=2133,GeneralModelChangeEventType,Base Info Model Change General,10,i=23518,OrderedListType,Base Info OrderedList
2,composible,i=2134,Changes,,9,i=2133,GeneralModelChangeEventType,Base Info Model Change General
2,non,i=2315,AuditUpdateStateEventType,Auditing Base,15,,,
2,composible,i=2777,OldStateId,,9,i=2315,AuditUpdateStateEventType,Auditing Base
2,composible,i=2778,NewStateId,,9,i=2315,AuditUpdateStateEventType,Auditing Base
